,processed_text
328,coronavirus disease  covid- worldwide pandemic responsible million death world hypertension identify common comorbiditie risk factor severity adverse outcome patient recent investigation raise question hypertension represent predictor outcome covid- patient independently common comorbiditie diabetes obesity cardiovascular disease chronic kidney liver pulmonary disease impact chronic newly diagnose hypertension covid- patient insufficiently investigate true relationship blood pressure level outcome covid- patient long discussion impact angiotensin convert enzyme inhibitor acei blocker angiotensin receptor arb severity outcome covid- approach end large number original study meta analysis discard initial finding high prevalence acei arb use patient unfavorable outcome controversy relationship hypertension covid- aim review article provide clinical overview currently available evidence predictive value hypertension effect blood pressure level impact previously know newly diagnose hypertension effect antihypertensive therapy severity outcome covid- patient
329,background coronavirus disease  covid- develop severe respiratory syndrome result mortality acute lung inflammatory edema major pathological finding autopsy explain o diffusion failure hypoxemia dexamethasone show reduce mortality severe case support role inflammation disease severity sars cov- enter cell employ angiotensin convert enzyme  ace receptor highly express lung alveolar cell ace component cellular machinery inactivate potent inflammatory agent bradykinin sars cov- infection interfere catalytic activity ace lead accumulation bradykinin method case control study test pharmacological inhibitor kinin kallikrein system currently approve treatment hereditary angioedema icatibant inhibitor c esterase kallikrein group  patient severe covid- result icatibant inhibitor c esterase kallikrein result change time clinical improvement compound safe promote significant improvement lung compute tomography score increase blood eosinophil indicator disease recovery conclusion small cohort find evidence safety beneficial role pharmacological inhibition kinin kallikrein system marker indicate improve disease recovery
330,individual feature metabolic syndrome particularly susceptible severe acute respiratory syndrome coronavirus  sars cov- novel coronavirus associate severe respiratory disease coronavirus disease  covid- despite considerable attention dedicate covid- link metabolic syndrome sars cov- infection remain unclear datum uk biobank investigate relationship severity covid- metabolic syndrome relate serum biomarker measure prior sars cov- infection logistic regression analysis test biomarker level biomarker associate genetic variant sars cov related outcome sars cov positive case negative control  mg dl increase serum hdl cholesterol apolipoprotein level associate approximately reduce risk sars cov- infection adjustment age sex obesity hypertension type  diabetes coronary artery disease evaluation know genetic variant hdl cholesterol reveal individual homozygous apolipoprotein e allele approximately high risk sars cov- infection mortality covid- compare apolipoprotein e homozygote adjustment hdl cholesterol level cumulative effect evaluate hdl cholesterol raise allele mendelian randomization analysis reveal association genetically high hdl cholesterol level decrease risk sars cov- infection result implicate serum hdl cholesterol apolipoprotein level measure prior sar cov- exposure clinical risk factor severe covid- infection provide evidence genetically elevated hdl cholesterol level associate sar cov- infection
331,december novel sars cov- severe acute respiratory syndrome coronavirus- emerge infectious disease pathogen lead global pandemic  million case report worldwide million global death  oct  commonly know coronavirus disease  covid- pathogen present broad spectrum disease progression manifestation symptom acute respiratory distress syndrome lead severe complication death multiple publication report risk disease co morbidity include select underlying medical condition risk old age /= year hypertension htn cardiovascular disease smoking chronic respiratory disease cancer diabetes dm obesity bmi  kg m male sex study researcher find severe obesity bmi  kg m associate intensive care unit icu admission nonetheless risk factor severity disease determine pathogen host environment
332,aim covid- clinical presentation heterogeneous range asymptomatic severe case number early publication relate risk factor covid- infection low sample size heterogeneity study design impact consolidation early finding press need identify factor predispose patient severe case covid- rapid widespread risk stratification factor easily obtainable inexpensive avoid invasive clinical procedure aim study fill knowledge gap systematically map available evidence association clinical demographic lifestyle variable risk specific adverse outcome patient covid- method systematic review conduct standardized methodology search electronic database pubmed scopus relevant literature publish st january  th july include study report characteristic patient covid- report outcome relate disease severity case sufficient comparable datum meta analysis conduct estimate risk variable result seventy study identify total patient  country study highly heterogeneous term sample study outcome risk measure report large number risk factor present covid- commonly report variable adverse outcome covid- comprise patient characteristic include age ci male sex ci severe obesity ci active cancer ci associate increase risk severe outcome number common symptom vital measure respiratory rate spo suggest elevated risk profile conclusion base finding study range easily assess parameter valuable predict elevated risk severe illness mortality result covid- include patient characteristic detailed comorbiditie alongside novel inclusion real time symptom vital measurement
333,background epidemiological study report association diverse cardiometabolic condition include obesity covid- illness causality establish seek evaluate association  cardiometabolic trait covid- susceptibility severity -sample mendelian randomization mr analysis method finding select genetic variant associate exposure include body mass index bmi p  x genome wide association study gwass calculate inverse variance weighted average variant specific estimate summary statistic susceptibility severity covid- host genetics initiative gwas meta analysis population base cohort hospital registry comprise individual self report genetically infer european ancestry susceptibility define test positive covid- severity define hospitalization covid- versus population control case contribute cohort repeat analysis bmi effect estimate uk biobank perform pairwise multivariable mr estimate direct effect indirect effect bmi obesity relate cardiometabolic disease p test declare statistical significance find nonsignificant association genetically high bmi test positive covid- covid- cases/ control p uk biobank odd ratio ci kg m p statistically significant association high risk covid- hospitalization hospitalize covid- cases/ control p x uk biobank odd ratio ci kg m p x imply direct effect bmi abolish conditioning effect type  diabetes coronary artery disease stroke chronic kidney disease cardiometabolic exposure test associate high risk poor covid- outcome small study sample weak genetic instrument limit detection modest association pleiotropy bias effect estimate away null conclusion study find genetic evidence support high bmi causal risk factor covid- susceptibility severity result raise possibility obesity amplify covid- disease burden independently cardiometabolic consequence suggest target obesity strategy reduce risk severe covid- outcome
334,objective determine incidence risk factor acute cardiac injury aci acute kidney injury aki investigate effect severity mortality patient covid- patient method total  patient covid- include retrospective study predictor aci aki investigate multivariable logistic regression model determine association aci aki severity mortality result median age patient  year .% male aci aki observe  .%  .% patient respectively patient age  year chronic heart disease decrease lymphocyte increase crp pct esr hospital admission lopinavir ritonavir use show high odd aci patient age  year male obesity hypertension chronic kidney disease decrease lymphocyte increase crp pct esr hospital admission show high odd aki increased hs ctni  ng l pro bnp  pg ml decrease e gfr  ml min reveal high adjust mortality conclusion aci aki common covid- patient shanghai china patient aci aki high severity rate mortality rate compare aci aki
335,novel corona virus  covid- outbreak start hubei province china spread corner earth pandemic start later africa find african country vary degree think prevalence severity disease influence number non communicable disease ncd increasingly prevalent sub saharan africa ssa addition ssa bear major burden human immunodeficiency virus hiv tuberculosis tb infection datum europe united states child spare severe disease uncertain hold true ssa child suffer sickle cell disease malnutrition addition infectious disease limited datum africa effect condition covid- review discuss epidemiology condition africa possible pathogenesis interaction covid-
336,coronavirus disease  covid- pandemic result worldwide research effort recognize people great risk develop critical illness dying grow number report connect obesity severe covid- illness death exact mechanism obesity lead severe covid- outcome determine mechanism appear multifactorial include mechanical change airway lung parenchyma systemic airway inflammation general metabolic dysfunction adversely affect pulmonary function and/or response treatment covid- continue spread worldwide clinician carefully monitor manage obese patient prompt targeted treatment
337,background recent study show association obesity adverse coronavirus disease  covid- patient outcome paucity large study focus hospitalize patient aim analyze outcome associate obesity large cohort hospitalize covid- patient method perform retrospective study tertiary care health system adult patient covid- admit march  april patient stratify body mass index bmi obese bmi  kg m non obese bmi  kg m cohort primary outcome mortality intensive care unit icu admission intubation -day readmission result total  patient include  .% obesity  .% obesity patient obesity young p likely female p african american p compare patient obesity multivariable logistic model adjust difference age sex race medical comorbiditie treatment modality reveal difference -day mortality -day readmission obese non obese group model patient obesity increase odd icu admission adjust ci p intubation adjust ci p conclusion obesity patient covid- independently associate increase risk icu admission intubation recognize obesity impact morbidity manner crucial appropriate management covid- patient
338,observational study multiple country repeatedly demonstrate association obesity severe covid- define need hospitalization intensive care unit admission invasive mechanical ventilation imv death meta analysis study china usa france odd ratio ci .- obesity severe covid- study ci .- mortality ci .- need imv patient body mass index bmi  kg m obesity modifiable risk factor routinely treat treatment lead improvement visceral adiposity insulin sensitivity mortality risk increase awareness association obesity covid- risk general population medical community serve impetus obesity identification management high priority
339,introduction objectives january  million people infect covid- million people die severe acute respiratory syndrome coronavirus  sars cov- high sofa score d dimer microg ml identify patient high risk mortality high lactate dehydrogenase ldh level admission associate severity mortality different degree alanine aminotransferase alt and/or aspartate aminotransferase ast abnormality report patient association mortality risk remain controversial aim study explore correlation ldh hospital mortality mexican patient admit covid- materials methods perform retrospective multi centre cohort study  hospitalize patient confirm sars cov- centre mexico city mexico year old die discharge april  result total  patient evaluate  .% patient discharge  .% patient die hospitalization non survivor old median age year old patient male alt  u l ci p c reactive protein crp  mg l ci p ldh  u l ci p associate high odd hospital death conclusion result indicate high level ldh crp alt associate high hospital mortality risk mexican patient admit covid-
340,background recent study show obesity associate severity coronavirus disease covid- clinical study clarify obesity relationship covid- severity comorbiditie discuss possible mechanism materials method electronic database include web science pubmed scopus google scholar search study conduct covid- obesity study independently screen reviewer base title abstract result relevant article select text obesity affect respiratory immune system mechanism cytokine adipokine secretion adipose tissue lead pro inflammatory state obese patient predispose thrombosis incoordination innate adaptive immune response inadequate antibody response cytokine storm obese patient long virus shedding obesity associate comorbiditie hypertension cardiovascular disease diabetes mellitus vitamin d deficiency hospitalization intensive care unit admission mechanical ventilation mortality obese patient high normal weight patient obesity alter direction severe covid- symptom young individual reduce physical activity unhealthy eating habit stress fear experience covid- pandemic result weight gain obesity conclusion obesity consider independent risk factor severity covid- pay attention prevent weight gain obese patient covid- infection early level disease crucial pandemic
341,covid- pandemic disease cause coronavirus design sars cov- clinical presentation widely variable patient have mild symptom develop malign disease multi organ failure death accumulate datum different population show obesity risk factor severe evolution disease mechanism explain association clearly understand ominous evolution covid- attribute exacerbate inflammatory response design cytokine storm augment production cytokine chemokine activation toll like receptor tlr pathogen associate molecular pattern trigger inflammatory downstream response mediate adaptor molecule myeloid differentiation factor  myd previous study report increased expression myd tlrs people obesity mainly metabolic complication hypothesize underlying increase myd tlr signaling predispose patient obesity develop exaggerated dangerous inflammatory reaction sars cov- infection explain high severity covid- addition myd tlr signal people obesity role development chronic disease
342,objective recent study suggest obesity possible risk factor covid- disease wake coronavirus sars cov- infection causality especially role body fat distribution context unclear univariable multivariable sample mendelian randomization mr approach investigate time causal impact body composition susceptibility severity covid- method indicator overall abdominal obesity consider measure body mass index bmi waist circumference wc trunk fat ratio tfr summary statistic genome wide association study gwass body composition measure draw giant consortium uk biobank susceptibility severity covid- disease datum covid- host genetics initiative covid- cohort age gender available total direct causal effect estimate calculate single nucleotide polymorphisms snps sensitivity analysis apply robust mr technique mediation effect type  diabetes td cardiovascular disease cvd investigate multivariable mr analysis result genetically predict bmi strongly associate susceptibility or=.  sd increase ci p value= (- hospitalization or=.  sd increase ci p value= adjustment genetically predict visceral obesity trait association mediate substantially td cvd finally total direct effect visceral body fat outcome detect conclusion study provide strong evidence causal impact overall obesity susceptibility severity covid- disease impact abdominal obesity weak disappear adjustment bmi obese people regard high risk group future research necessary investigate underlie mechanism link obesity covid-
343,importance active pediatric covid- pneumonia mis c disease process require rapid diagnosis different treatment protocol objective distinguish active pediatric covid- pneumonia mis c present sign symptom patient characteristic laboratory value design patient diagnose hospitalize active covid- pneumonia mis c children alabama hospital birmingham april  september  identify retrospectively active covid- mis c case define diagnostic code verify accuracy current centers disease control case definition clinical note documentation covid- pneumonia mis c clinical note electronic medical record patient demographic present sign symptom prior exposure test sars cov- virus laboratory datum imaging treatment modality response treatment finding  patient identify  classify mild covid-  patient moderate covid-  patient severe covid-  mild mis c  severe mis c. group male predominance black hispanic patient overrepresente compare demographic alabama mis c patient healthy baseline covid- patient have underlie illness fever rash conjunctivitis gastrointestinal symptom predominant mis c population covid- patient present predominantly respiratory symptom group similar duration symptomatic prodrome exposure history sars cov- virus mis c patient long duration presentation exposure history covid- patient likely positive sar cov- pcr require respiratory support admission mis c patient low sodium level high level c reactive protein erythrocyte sedimentation rate d dimer procalcitonin covid- patient high lactate dehydrogenase level admission mis c patient coronary artery change echocardiography covid- patient conclusion relevance study directly compare covid- mis c pediatric population significant difference find symptom presentation demographic laboratory finding aide health care provider distinguish disease entity
344,report december  wuhan china novel coronavirus disease  covid- rapidly spread world lack effective therapy available covid- patient identification risk factor severe course disease matter urgency aim review report evidence base risk factor affect severity prognosis covid- search pubmed database current literature identify relevant publication concern risk factor covid- severity demographic social factor age gender race center community nursing home clinical factor smoking hypertension obesity diabetes chronic lung disease cardiovascular disease cvd chronic kidney disease ckd malignancy dementia cardiomyopathy immunocompromised state laboratory marker c reactive protein crp leukocytosis ferritin interleukin il)- d dimer lactate dehydrogenase ldh aspartate aminotransferase ast procalcitonin creatinine lymphopenia il- il- il- granulocyte colony stimulate factor g csf know colony stimulating factor  csf interferon gamma inducible protein- ip- monocyte chemoattractant protein- mcp- macrophage inflammatory protein alpha mipa tumor necrosis factor alpha tnf alpha genetic factor relate virus host discuss identification potential risk factor affect severity prognosis covid- provide chance early effective management covid-
345,introduction date effective treatment decrease hospitalization coronavirus disease  covid- infection suggest influenza vaccine attenuate severity covid- method retrospective single center cohort review de identify database  patient age  university florida health care system test positive covid- comorbiditie influenza vaccination status examine primary outcome severity disease reflect hospitalization intensive care unit icu admission logistic regression perform examine relationship influenza status hospitalization result covid positive patient receive influenza vaccination year ci great odd hospitalization ci great odd icu admission compare vaccinate result control account age race gender hypertension diabetes chronic obstructive pulmonary disease obesity coronary artery disease congestive heart failure discussion analysis suggest influenza vaccination potentially protective moderate severe case covid- infection protective effect hold regardless comorbidity literature point potential mechanism natural killer cell activation datum potentially limit generalizability vaccination rate low hold significant relevance give upcoming influenza season simply encourage influenza vaccination decrease morbidity mortality flu help flatten curve covid- pandemic encourage study finding
346,comorbid medical illness obesity diabetes associate severe covid- hospitalization death role immune system mediate clinical outcome determine multiparameter flow cytometry system serology comprehensively profile function t cell antibody target spike nucleocapsid envelope protein convalescent cohort covid- subject hospitalize n hospitalize n avoid confound subject match age sex ethnicity date symptom onset surprisingly find magnitude functional breadth virus specific cd+ t cell antibody response consistently high hospitalize subject particularly medical comorbiditie integrated analysis identify coordination polyfunctional cd+ t cell antibody target s domain spike subject hospitalize datum reveal functionally diverse coordinated response t cell antibody target sars cov- reduce presence comorbid illness know risk factor severe covid-
347,purpose article discern examine causative factor likely influence high consequence health disparity experience pregnant postpartum african american woman covid- understudied pregnancy presence covid- increase risk illness severity datum suggest pregnant woman covid- likely hospitalize admit intensive care unit require life support similarly covid- pose significant challenge maternal obstetric care postpartum recovery period african- american woman bear disproportionately high morbidity mortality burden disease diabetes obesity hypertension pre exist chronic health condition place pregnant postpartum woman high risk develop severe health consequence covid- delivery addition social determinant health hypothesize modulate deleterious impact covid- pregnant postpartum african american woman
348,purpose evaluate use hydroxychloroquine associate reduce likelihood intensive care unit icu admission patient coronavirus disease  covid- early week pandemic method retrospective observational cohort study conduct determine select treatment outcome  patient hospitalize covid- acute care community hospital hudson valley region new york march  april eligibility include admission hospital laboratory confirm diagnosis sars cov- infection need intubation intensive care admission median interquartile range age patient receive hydroxychloroquine n n   year respectively multivariable model include age gender obesity diabetes hydroxychloroquine use patient receive hydroxychloroquine significantly likely treat drug transfer icu odd ratio confidence interval ci significantly likely intubate ci association influence disease severity hospital mortality differ significantly disease severity receive hydroxychloroquine conclusion hydroxychloroquine use significantly associate increase risk icu admission intubation patient mild moderate severe symptom covid- significant group difference mortality use vs nonuse hydroxychloroquine
349,obesity cause wide concern high prevalence patient severe coronavirus disease  covid- coexistence diabetes obesity cause high risk severe outcome immunity dysfunction conduct retrospective study adult patient admit acute hospital wuhan china propensity score match logistic regression estimate risk severe pneumonia require hospital oxygen therapy associate obesity adjustment age sex comorbiditie obesity significantly associate high odd severe pneumonia odd ratio ci p oxygen therapy ci p high or severe pneumonia obesity observe man old adult diabetes patient diabetes overweight increase odd require hospital oxygen therapy time p obesity increase odd time p linear dose response curve bmi severe outcome observe patient u shape curve observe diabetes finding provide important evidence support obesity independent risk factor severe outcome covid- infection early phase ongoing pandemic
350,current review critically analyze obesity important risk factor increase predisposition coronavirus disease  covid- severity causal death current pandemic country high prevalence expose obese individual experience high number mortality analysis prove individual have adipose tissue body high level angiotensin convert enzyme  ace identify functional receptor covid- obese individual bad condition high presence adiposity increase number ace express cell furthermore silico interaction ace different variant coronavirus  cov- spike s protein suggest mutant strain infectious wildtype bind host ace protein high bind affinity certain specific cancer include cervical cancer pancreatic rectal adenocarcinoma expression receptor pose additional risk immunocompromised cancer patient review emphasize obesity covert risk factor covid- infection sensitize calorie restriction immunity building preventive measure
351,objective coronavirus disease  covid- bad pandemic clinical characteristic vary asymptomatic fatal study aim examine association body mass index bmi level severity covid- method study design cohort study include  adult patient confirmed covid- categorize  group bmi level admission kg m obese rate pneumonia severe pneumonia acute kidney injury aki icu stay hospitalization bmi group determine logistic regression analysis determine association bmi severe pneumonia result total patient have bmi kg m .% .% .% respectively rate pneumonia severe pneumonia tend high patient high bmi rate aki icu stay high patient bmi /=  kg m compare patient normal bmi control age sex diabetes hypertension dyslipidemia logistic regression analysis have bmi kg m associate high risk severe pneumonia ci p compare have bmi .- kg m. admission elevated hemoglobin alanine aminotransferase level day   illness associate high bmi level contrast rise serum creatinine level observe underweight patient day   illness conclusion obesity patient covid- associate severe pneumonia adverse outcome aki transaminitis icu stay underweight patient closely monitor aki study body composition warrant explore link adiposity covid- pathogenesis
352,purpose review manuscript review evidence collect covid- pandemic provide information impact body composition severity outcome disease analyse method body composition assessment malnutrition screen tool discuss screen diagnose patient high risk covid- severity relate bad outcome recent finding covid- occur wide range presentation asymptomatic severe form major risk factor bad severity overnutrition undernutrition body composition play role ability respond sars cov- infection excess fat accumulation i.e. obesity lean mass loss functionality i.e. sarcopenia combination i.e. sarcopenic obesity affect body functioning body composition alteration short term influence susceptibility immunological response virus inflammatory reaction metabolic respiratory distress long term modulate disease outcome length stay time require recovery risk icu acquire weakness long term disability potentially increase risk death summary individual malnutrition sarcopenia obesity sarcopenic obesity old adult abnormal body composition malnutrition risk require tailor medical nutrition therapy improve short long term covid- outcome
353,outbreak coronavirus disease  covid- cause novel coronavirus severe acute respiratory syndrome coronavirus  sars cov- pandemic cellular receptor sars cov- entry angiotensin convert enzyme membrane bind homolog angiotensin convert enzyme henceforth bring attention scientific community study interaction covid- renin angiotensin system ras ras inhibitor inhibitor commonly treat hypertension chronic kidney disorder diabete obesity know risk factor heart disease diabetes hypertension diabetes hypertension indirectly relate effect obesity furthermore people hypertension obesity diabetes relate complication like cardiovascular kidney disease high risk severe covid- infection general population usually exhibit poor prognosis severity systemic inflammation compromise immune response ras associate comorbid condition urgent need develop evidence base treatment method affect severity covid- infection effectively manage chronic disease people covid-
354,severe respiratory systemic disease name coronavirus disease- covid- cause severe acute respiratory syndrome coronavirus  sars cov- currently covid- pandemic present huge social health challenge worldwide different risk factor associate disease severity systemic arterial hypertension diabetes mellitus obesity old age co infection respiratory disease chronic obstructive pulmonary disease copd smoking common comorbiditie worldwide previous investigation identify covid- patient smoker copd patient recent investigation question high risk population previous report fail isolate smoker copd patient comorbiditie perform longitudinal evaluation disease course smoker smoker copd patient covid- comorbiditie hospitalization hospital discharge difference group observe hospital admission smoker copd patient present increase covid associate inflammatory marker disease course comparison non smoker smoker result demonstrate smoking copd risk factor severe covid- possible implication ongoing pandemic
355,observational study suggest outpatient metformin use associate reduce mortality coronavirus disease- covid- metformin know decrease interleukin- tumor necrosis factor alpha appear contribute morbidity covid- seek understand outpatient metformin use associate reduce odd severe covid- disease large healthcare datum set retrospective cohort analysis electronic health record ehr datum pool multiple ehr system  hospital  primary care clinic midwest march  december inclusion criterion datum body mass index bmi  kg m positive sars cov- polymerase chain reaction test age  /= year exclusion criterion patient opt research metformin exposure interest death admission intensive care unit admission outcome interest metformin associate decrease mortality covid- p propensity match cohort p metformin associate nonsignificant decrease hospital admission covid- overall cohort p subgroup hemoglobin hbac available n adjust odd hospitalization include adjustment hbac metformin user p outpatient metformin use associate low mortality trend decrease admission covid- give metformin low cost establish safety mount evidence reduce severity covid- disease metformin prospectively assess outpatient treatment covid-
356,objective identify describe mechanism lifestyle characteristic obesity dm hypertension physical inactivity lead severity illness individual covid- data source scoping review conduct search electronic database pubmed scopus december  august inclusion exclusion criterion inclusion criterion study explicitly describe mechanism covid- relationship hypertension type  diabetes mellitus type  dm obesity and/or physical inactivity study epidemiological background descriptive survey interventional study exclude data extraction study characteristic tabulate accord purpose type non communicable disease ncds hypothesis mechanism infestation moi conclusion data synthesis ncd categorize accord type hypothesis mechanism infestation interplay covid- type ncd moi lead severity disease appraise result study identify  unique record study postulate mechanism infestation interaction covid  illness severity obesity  study describe covid- dm study highlight interaction covid- hypertension  study show physical activity restriction suppress immunity conclusion current review identify explicitly describe mechanism lifestyle characteristic increase severity illness people covid-
357,background limited evidence clinical characteristic sars cov- infection latin america present finding nationwide study argentina research question disease severity measure risk factor associate admission intensive care unit mortality study design method datum extract covid- database integrated argentina health information system encompass period march rd october nd standardized case report form include information contact history clinical sign symptom clinical diagnosis information collect initial site care follow conduct call regional healthcare authority confirm case covid- define have positive result sequencing real time reverse transcriptase polymerase chain reaction rt pcr assay nasal pharyngeal swab specimen result rt pcr testing positive case complete dataset available analysis case mean age year .% male frequent co existing condition include hypertension .% diabetes .% asthma obesity common symptom include fever .% cough .% headache .% sore throat death icu admission independently associate old age male coma dyspnea tachypnea seizure underlie co morbidity immunodeficiency chronic renal failure liver disease show strong effect interpretation case covid- diagnose argentina mild favorable outcome fatality rate relatively elevated risk factor adverse outcome include old age male sex coma seizure concurrent presence morbidity datum useful healthcare provider healthcare policy maker low middle income latin american country guide decision optimize care pandemic
358,background coronavirus disease covid- cause severe acute respiratory syndrome coronavirus  strain identify late  china outcome patient affect virus worsen develop acute respiratory failure complication especially old individual people obesity comorbiditie obese patient tend severe course covid- review aim synthesize evidence literature associate covid- severity clinical outcome infect obese patient method protocol design follow preferred reporting items systematic reviews meta analyses protocols statement scientific gray literature systematically select pubmed medline latin american literature health sciences online scientific electronic library scopus sciencedirect web science embase cochrane selection article limit study publish english portuguese spanish december  onwards main clinical outcome clinical severity obese patient covid- tachypnea respiratory rate  breath minute hypoxemia oxygen saturation  lung field involve h diagnosis severe acute respiratory syndrome need invasive mechanical ventilation mortality reviewer independently screen citation text article abstract datum selection bias minimize exclude study publish december conflict resolve reviewer consensus building finding report narrative synthesis tabulation summary discussion give need early detection possible implication treatment patient obesity diagnose covid- scoping review useful capture state current literature identify gap recommendation future research direct conduct optimization therapy patient multiprofessional team systematic review registration open science framework
359,"background aim recent study obesity risk factor hospital admission critical care need patient coronavirus disease  covid- aim determine obesity risk factor unfavourable health outcome patient affect covid- admit icu method result  consecutive patient covid- male  female admit icu include study height weight bmi sequential organ failure assessment sofa acute physiology chronic health evaluation ii apache ii score crp cpk icu hospital length stay comorbiditie evaluate participant obesity low  day survival rate icu admission normal weight subject cox proportional hazard model derive estimate adjust age gender comorbidity confirm result survival analysis hr:.,%c.i obese subject show long hospital icu stay compare normal weight counterpart subject obesity show significantly high crp cpk level normal weight subject conclusion individual obesity careful management prompt intervention case suspect sars cov- infection necessary prevent progression disease severe outcome increase hospital treatment cost"
360,worldwide spread coronavirus disease  covid- generate global health crisis million death far epidemiological clinical characteristic covid- increasingly report potential relationship overweight and/or obesity aim review current scientific literature impact overweight and/or obesity hospitalize patient develop severe critical form covid- follow prisma guideline literature search identify  scientific article keyword obesity covid-  finally select report useful information association overweight obesity disease severity particular   study evaluate association obesity disease severity provide risk estimate i.e. odd ratio value constantly study find heterogeneous term design population sample size endpoint case significant association find obesity risk progress severe covid- illness intensive care unit admission and/or death conclude increase body mass index shall consider negative prognostic factor patient covid- aggressive prevention treatment shall overweight and/or obese patient
361,background lifestyle factor include obesity smoking suggest correlate increase risk covid- severe illness related death relationship causal know relationship covid- severe illness common lifestyle factor physical activity alcohol consumption method genome wide significant genetic variant associate body mass index bmi lifetime smoking physical activity alcohol consumption identify large scale genome wide association study gwas individual select instrumental variable summary statistic genetic variant severe illness covid- obtain gwas analysis  case control sample mendelian randomisation analysis conduct result standard deviation sd increase genetically predict bmi lifetime smoking associate fold increase risk severe respiratory covid- covid- hospitalization p sd increase genetically predict physical activity associate decrease risk severe respiratory covid- odd ratio confidence interval ci p covid- hospitalization ci p evidence association find genetically predict alcohol consumption similar result find robust mendelian randomisation method conclusion evidence find bmi smoke causally increase physical activity causally decrease risk covid- severe illness study highlight importance maintain healthy lifestyle protect covid- severe illness public health value fighting covid- pandemic
362,background severe acute respiratory syndrome coronavirus  sars cov- pandemic remain latin america mexico country high death rate worldwide datum hospital mortality risk factor impact hospital overcrowding latin america thoroughly explore method finding prospective cohort study enrol consecutive adult patient hospitalize severe confirm covid- pneumonia sars cov- referral center mexico city february th june th total  patient admit confirmed diagnosis mean age year male obese overweight hypertension type  diabetes  recover .%  die survivor  receive invasive mechanical ventilation imv  manage outside intensive care unit icu mortality icu non survivor n receive support lack icu bed availability subgroup main cause death acute respiratory distress syndrome ards case non survivor receive n support main cause death septic shock follow ards main risk factor associate hospital death male sex rr ci obesity rr ci particular morbid obesity rr ci oxygen saturation admission rr ci conclusion study find similar hospital icu mortality risk factor mortality compare previous report patient survive justified admission icu receive imv icu care unavailability icu bed furthermore mortality rate time mainly availability icu bed indirectly suggest overcrowding main factor contribute hospital mortality
363,aging obesity relate condition worsen effect coronavirus disease  covid- study assess possible role metabolic obesity phenotype vitamin d status increase great severity covid- study uk biobank participant england mean age year metabolic obesity phenotype define combination metabolic component hypertension high cholesterol diabetes obesity multivariate logistic regression analysis perform test addition metabolic disorder vitamin d insufficiency increase obesity association covid- hospitalization confirm covid- severe covid- metabolically unhealthy obesity muho represent .% total analytic sample .% .% .% include subpopulation covid- hospitalization confirm covid- severe covid- respectively vitamin d insufficiency phenotype represent .% total analytic sample .% .% .% include subpopulation covid- hospitalization confirm covid- severe covid- respectively multivariate logistic regression muho vitamin d insufficiency combination significantly associate covid- illness severity odd ratio covid- hospitalization confidence interval ci .- confirmed covid- ci severe covid- ci elderly man prone high risk covid- woman finding show muho vitamin d insufficiency associate significantly increase risk covid- severity especially adult  year old susceptible individual aware condition avoid contact new coronavirus
364,increase prevalence obesity diabetes cardiovascular risk factor people hospitalize severe covid- illness engender considerable interest metabolic aspect sars cov induce pathophysiology update concept inform metabolic disorder co morbidity modify susceptibility natural history potential treatment sars cov- infection focus human biology new datum inform genetic predisposition epidemiology immune response disease severity therapy covid- people obesity diabete highlight emerge relationship metabolic disorder viral induce immune response viral persistence putative importance adipose islet ace expression glycemic control cholesterol metabolism glucose- lipid lower drug attention controversy unresolved question rapid progress area inform grow understanding sars cov- infection people diabetes obesity refine therapeutic strategy research priority vulnerable population
365,low plasma estrogen vitamin d deficiency obesity diabetes cardiovascular disease thromboembolism impaired microcirculation link severity covid- study suggest comorbiditie relate erythrocyte factor link increase blood viscosity microcirculation erythrocyte aggregation erythrocyte deformability increased blood viscosity microcirculation lead decrease oxygenation nutrition tissue erythrocyte aggregation erythrocyte deformability involve covid- severity lead tissue hypoxia decrease drug concentration affected organ relationship demonstrate erythrocytes factor monitor treatment improve microcirculatory fluidity decrease covid- severity lifestyle improvement treatment vitamin d estrogens supplementation possible approach improve microcirculation covid- prevention treatment
366,effect immunosuppressant treatment incidence coronavirus disease covid- remain largely unknown study association pre exposure disease modify antirheumatic drug dmard decrease immunological response incidence covid- explore possible effect treatment early manifestation disease purpose perform cross sectional study include patient immunomediate inflammatory disease imid recruit outpatient rheumatology dermatology gastroenterology service hospital del mar. primary outcome clinical diagnosis covid- perform physician hospital primary care center march multivariable poisson regression model fit estimate covid- relative risk rr adjust comorbiditie reveal biological rr ci synthetic rr ci dmard imid diminish incidence covid- strike sex difference reveal anti tnfalpha compound rr ci high effect woman rr ci treatment low glucocorticoid dose reveal sex difference decrease incidence covid- predominantly woman rr ci result report decrease incidence covid- patient receive specific dmard different immunodepressor mechanism strike sex difference result underline interest repurpose specific dmard possibility minimize severity disease progression early stage covid-
