,processed_text
546,certain underlie disease diabetic mellitus hypertension risk factor severity mortality coronavirus disease covid- patient furthermore angiotensin convert enzyme inhibitor acei angiotensin ii receptor blocker arb controversial role process covid- case aim study investigate underlie disease take acei arb affect duration hospitalization mortality patient confirmed covid- medical usage claim datum past year  corona- international cooperation research project analyze medical insurance claim datum  coronavirus covid- patient confirm rt pcr test nationwide  comorbiditie history hypertension hazard ratio hr confidence interval ci .- diabetes hr ci .- associate significantly mortality furthermore heart failure hr ci .- chronic obstructive pulmonary disease hr ci .- chronic kidney disease hr ci .- mental disorder hr ci .- end stage renal disease hr ci .- associate significantly mortality underlie disease increase risk mortality patient covid- diabetes hypertension cancer chronic kidney disease heart failure mental disorder increase mortality controversial take acei arb benefit covid- patient study patient take acei arb high risk mortality
547,elderly patient comorbiditie experience severe case coronavirus disease  covid- healthy patient underlie medical condition unclear people prone develop alveolar pneumonia rapid exacerbation death hypothesize people comorbiditie genetic predisposition make vulnerable factor example likely severely ill infect severe acute respiratory syndrome coronavirus  sars cov- test hypothesis search literature extensively polymorphism gene encode angiotensin convert enzyme  ace associate numerous comorbiditie cardiovascular disease hypertension diabetes chronic kidney disease obesity potential mechanism explain association e.g. dd type carrier great ace activity patient genetic alpha- anti trypsin aat deficiency lack control inflammatory mediator comorbiditie associate chronic inflammation closely relate renin angiotensin aldosterone system raas individual mild ace ace imbalance viral infection increase risk develop severe case covid- debate association ace d polymorphism comorbiditie good explanation discrepancy d allele dd subtype associate comorbiditie dd genotype exceptionally large effect expect ace d polymorphism intron marker discuss polymorphism aat gene involve comorbiditie severity sars cov- infection presumably combination multiple gene non genetic factor involve establishment comorbiditie aggravation covid-
548,recent report demonstrate association type  diabetes mellitus tdm increase morbidity mortality rate coronavirus disease covid- infection set priority patient vaccination impaired innate adaptive immunity observe tdm play major role severe life threaten covid- disease characterize excessive release pro inflammatory cytokine know cytokine storm patient tdm present elevated level cytokine include interleukin il il beta il- il- tumor necrosis factor alpha tnf alpha suggest pre existence chronic inflammation turn consider major risk factor adverse covid- outcome cohort importantly oxidative stress key player covid- pathogenesis determine disease severity know extreme glucose excursion prominent feature tdm potent mediator oxidative stress pathway include activation protein kinase c pkc increase production advanced glycation end product age additionally chronic endothelial dysfunction hypercoagulant state observe tdm combination direct damage endothelial cell severe acute respiratory syndrome coronavirus  sars cov- result endothelial microcirculation impairment contribute pathogenesis acute respiratory syndrome multi organ failure binding sars cov- angiotensin convert enzyme  ace receptor pancreatic b cell permit direct destruction b cell contribute development new onset diabetes induction diabetic ketoacidosis dka patient tdm large clinical study require clarify exact pathway tdm result bad covid- outcome
549,introduction evaluate outpatient insulin treatment hemoglobin ac hbac glucose admission glycemic control hospitalization associate sars cov- covid- illness severity mortality hospitalize patient diabetes mellitus dm geographical region low covid- prevalence research design method single center retrospective study patient hospitalize covid- january  august  evaluate outpatient insulin use hbac glucose admission average glucose admission associate intensive care unit icu admission mechanical ventilation ventilator requirement mortality result  patient dm  .% outpatient insulin average hbac mmol mol average glucose admission mg dl average glucose hospitalization mg dl. use outpatient insulin level hbac glucose admission average glucose hospitalization associate icu admission ventilator requirement mortality patient covid- dm conclusion finding region relatively low covid- prevalence suggest outpatient glycemic control glucose admission inpatient glycemic control predictive illness severity mortality patient dm hospitalize covid-
550,background year coronavirus disease  covid- pandemic analyze blood coagulopathy severe non severe covid- patient link influenza patient comparative study method report  covid- patient  seasonal influenza patient admit separate medical center demographic datum medical history hematological profile coagulation character emphasize compare cohort treatment result  patient include study median age .-  .% male hypertension diabetes cardiovascular disease bronchitis constitute lead comorbiditie hospital admission blood test result differentiate covid- patient influenza case covid- patient leukocytosis neutrophilia lymphocytopenia thrombocytopenia associate disease severity mortality addition covid- cohort demonstrate prolonged prothrombin time pt activate partial thromboplastin time aptt increase inr shorten thrombin time decrease fibrinogen compare influenza cohort leave d dimer level indistinguishably high cohort platelet hyperreactivity covid- evident associate bad hyper inflammatory response refractory coagulopathy severe covid- patient administer anticoagulant bleed incidence substantially high anticoagulant medication conclusion comparison coagulation characteristic covid- influenza infection provide insightful view sars cov- pathogenesis coagulopathic mechanism propose therapeutic improvement
551,objective coronavirus disease  covid- know disturb liver function test lfts literature available effect covid- lft patient preexist liver disease study aim find effect covid- patient method single center observational study  patient admit covid- month seven patient exclude presence chronic liver disease result total  patient include study age   year mean  male hypertension present  patient .% diabete present  patient .% fever chief complaint  patient follow dyspnea  patient .% cough  patient elevated aspartate aminotransferase ast see  patient gamma glutamyl transferase ggt  patient alanine transaminase alt  patient alkaline phosphatase  patient bilirubin patient low albumin  patient severe covid- compare mild moderate disease associate elevated ast time upper limit normal uln p ggt uln low albumin p high systemic inflammatory response syndrome sirs raise procalcitonin p high ferritin p low po p high sequential organ failure assessment score sofa p point inflammatory response cause liver injury factor predict mortality covid- assess show direct bilirubin p low albumin p tachypnea leukocytosis independently associate increase covid related mortality conclusion patient suffer covid- evidence liver injury appear secondary inflammatory response correlate severity covid-
552,background notification novel coronavirus infection increase early  japan describe characteristic novel coronavirus infection case analyze risk factor severe outcome method case person laboratory confirm novel coronavirus infection report national surveillance january march clinical characteristic describe risk factor intensive care unit icu admission invasive ventilation death analyze poisson regression result  case analyze median age  year range year  male common symptom sign fever cough pneumonia case die  case datum  require invasive ventilation adjust male gender -year increase age associate icu admission risk ratio rr confidence interval ci rr ci .- respectively invasive ventilation death rr ci rr ci .- respectively diabetes dyslipidemia hyperuricemia lung disease associate severe outcome  case asymptomatic hospitalization  develop symptom year age require invasive ventilation conclusion early stage novel coronavirus epidemic japan disproportionately affect elderly old age male gender underlying condition associate severe outcome notably elderly case patient asymptomatic diagnosis promptly hospitalize go develop severe disease indicate importance careful monitoring certain population
554,introduction observational study describe change clinical profile outcome corona virus disease  covid- course outbreak patient require dialysis include chronic haemodialysis therapy method single centre prospective observational study patient covid- confirm rt pcr renal failure require haemodialysis clinical profile outcome analyse vis vis change disease severity finding total  patient include  end stage renal disease maintenance haemodialysis patient symptomatic presentation significantly high level neutrophil lymphocyte ratio nlr p c reactive protein crp p lactate dehydrogenase ldh p high degree lung involvement p require respiratory support p overall mortality observe late phase outbreak significant increase disease severity statistically significant increase mortality predictor mortality univariate analysis age diabetes mellitus acute chronic kidney disease presence symptom admission nlr crp ldh compute tomography ct chest grade  need respiratory support age renal syndrome acute chronic kidney disease retain significance multivariate analysis p. p. respectively conclusion patient haemodialysis high mortality observe patient old acute chronic kidney disease late phase outbreak statistically significant increase disease severity corresponding increase mortality
555,objective determine association acuity level care alc case fatality length stay patient admit hospital covid- design hospital base observational follow study setting internal medicine service aga khan university hospital pakistan  february   june participant adult patient confirmed covid- aged /= year method alc categorise low intermediate high level patient triage standard emergency severity illness score patient follow end hospital admission outcome case fatality length stay result total  patient covid- admit study period  meet inclusion criterion mean age year male .% triage low .% intermediate .% high acuity care overall case fatality rate .% high high acuity level follow .% intermediate low acuity care acuity level associate case fatality hr ci high versus low acuity care hr intermediate versus low acuity care adjust age sex common comorbiditie include diabetes hypertension ischaemic heart disease chronic lung disease similarly acuity level associate length hospital stay conclusion high intermediate acuity level associate high case fatality rate prolonged length hospital stay patient admit covid- resource limit setting provision high acuity care limited intermediate care acuity serve useful strategy treat relatively critical patient covid-
556,background recent study coronavirus disease  covid- demonstrate obesity significantly associate increase disease severity clinical outcome mortality association hepatic steatosis frequently accompany obesity pneumonia severity score pss evaluate compute tomography ct prevalence steatosis patient covid- remain elucidate aim assess frequency hepatic steatosis chest ct covid- patient association pss methods chest ct image  patient admit emergency department suspect covid- retrospectively evaluate patient divide group covid positive ct- reverse transcriptase polymerase chain reaction rt pcr)-positive control ct- rt pcr negative ct image group evaluate pss ratio volume involved lung parenchyma total lung volume hepatic steatosis define liver attenuation value  hounsfield unit hu result  patient n define covid positive group n control group average age covid positive group significantly high control group year vs year p frequency hepatic steatosis positive group significantly high compare control group .% vs .% p average hepatic attenuation value significantly low positive group compare control group hu vs hu p logistic regression analysis show adjust age hypertension diabetes mellitus overweight obesity time great odd hepatic steatosis covid positive group control odd ratio confidence interval p conclusion prevalence hepatic steatosis significantly high covid- patient compare control adjustment age comorbiditie finding easily assess chest ct image
557,introduction severe acute respiratory syndrome coronavirus  sars cov- causative agent coronavirus disease  covid- pandemic remain public health emergency international concern ongoing pandemic result death million people globally half thousand people die illness ethiopia clinical presentation disease vary geography population aim investigate clinical characteristic patient infect sars cov- north east ethiopia method real time polymerase chain reaction pcr conduct individual suspect sars cov- infection june  october woldia university covid- testing center record datum  ethiopians test positive sars cov- infection woldia university covid- testing center retrospectively extract analyze spss v p value consider statistically significant result nearly .% screen participant find positive sars cov- infection fourth sars cov- infected patient male overall median age  year patient asymptomatic common clinical manifestation cough .% follow fever headache .% hypertension .% human immunodeficiency virus hiv .% diabetes mellitus .% chronic respiratory disease .% relatively common comorbiditie note case fatality ratio find .% age underlie comorbiditie statistically significant association severity poor outcome patient p conclusion finding study indicate old age people underlie comorbiditie high risk have severe disease poor outcome appropriate care priority give people decrease morbidity mortality cause illness presence high asymptomatic infection possible indicator potential asymptomatic transmission community highlight need widespread testing contact trace flatten transmission curve
558,background viral infection trigger type  diabetes td recent report suggest increase incidence paediatric td and/or diabetic ketoacidosis dka covid- pandemic objective study number child admit paediatric intensive care unit picu dka new onset td increase covid- pandemic sars cov- infection play role method retrospective cohort study comprise dataset child admit picu new onset td child diagnose new onset td register finnish pediatric diabetes registry helsinki university hospital  april  october compare incidence number characteristic child newly diagnose td prepandemic pandemic period result number child admit picu new onset td increase average admission  admission  incidence rate ratio irr ci p=. average child register fpdr compare   irr ci p=.  child diagnose  analyse sars cov- antibody negative conclusion child td severe dka diagnosis pandemic consequence sars cov- infection instead probably stem delay diagnosis follow change parental behaviour healthcare accessibility
559,describe medium term ophthalmological finding patient recover covid- patient recover acute phase covid- undergo complete ophthalmological evaluation include present well correct visual acuity bcva refractometry biomicroscopy tonometry break time schirmer test indirect ophthalmoscopy color fundus picture retinal architecture evaluation optical coherence tomography socio demographic datum personal medical history collect accord severity systemic manifestation patient classify mild moderate severe critical patient eye evaluate  day onset covid symptom mean sd duration hospitalization day seven patient .% mild moderate  .% severe  .% critical disease median interquartile range iqr present visual acuity bcva  anterior segment biomicroscopy unremarkable dry eye disease verify .% mean sd intraocular pressure iop critical group mmhg significantly high severe group mmhg right p leave eye p .% diabetic retinopathy patient present discrete white yellowish dot posterior pole lead hyporreflective change retinal pigment epithelium level outer segment ellipsoid layer present study identify high iop critical case compare severe case discrete outer retina change  day covid- infection sign uveitis find
560,background aim coronavirus disease  covid- observe cause high mortality people cardiometabolic disease renin angiotensin aldosterone system raas blocker enhance expression ace bind receptor sars cov- enhance viral infectivity aim provide pool estimate effect raas blocker covid- outcome method literature search perform medline pubmed google scholar server clinical study analyze effect raas blocker clinical outcome covid- patient include study newcastle ottawa scale quality assessment study moose checklist follow mortality severity outcome record pool odd ratio confidence intervals cis level heterogeneity odd mortality primary outcome odd severity hospitalization intensive care unit icu admission mechanical ventilation mv steroid use acute kidney injury secondary outcome severity outcome choose depend definition respective author country specific variation effect individual class raas blocker explore result total  publish study include final analysis total patient  study mortality analysis patient  study severity analysis increase risk mortality pooled severity pooled see raas blocker drug class protective hypertension pool severity covid- outcome high europeans pooled patient pooled nearly  time high risk hospitalization  time high risk icu admission mv observe patient class wise angiotensin receptor blocker use associate time high odd severity mainly europeans conclusion raas blocker associate increase mortality covid- patient continue hypertensive european patient high risk severe outcome pharmacogenetic difference explain ethnicity relate variation plain language summary effect raas block medicine covid- background aim high death observe covid- patient long term disease heart disease diabetes high blood pressure patient prescribe class medicine call raas blocker ramipril telmisartan etc study use medicine worsen course covid- disease patient cause excess death method conduct pool analysis  observational study use raas blocker drug covid- patient result find raas blocker cause excess death patient covid- contrary benefit prescribe high blood pressure find european patient covid- take medicine high disease severity case chinese patient conclusion theremay genetic factor responsible difference ethnicity
561,declare global pandemic world health organization coronavirus disease  covid- illness cause severe acute respiratory syndrome coronavirus  sars cov- devastating effect global health world economy virus primarily affect respiratory system spread person person respiratory particle cough sneeze majority transmission occur close contact presymptomatic asymptomatic symptomatic carrier early course pandemic characterize rapid spread virus create urgency mitigate new viral illness experimental therapy drug repurpose intense global research effort significant progress result development novel therapeutic vaccine unprecedented speed lead favorable patient outcome currently variety therapeutic option include antiviral medication monoclonal antibody immunomodulatory agent available management covid- therapeutic potential clinical use drug limit specifically base stage illness pathogenesis covid- illness occur distinct phase early stage characterize profound sars cov- viral replication follow late phase characterize hyperinflammatory state induce release cytokine tumor necrosis factor alpha tnf alpha granulocyte macrophage colony stimulate factor gm csf interleukin il il- interferon ifn)-gamma activation coagulation system result prothrombotic state antiviral therapy antibody base treatment likely effective early phase illness immunomodulating therapy combination antiviral antibody base therapy effective later stage combat cytokine mediate hyperinflammatory state cause severe illness individual age risk infection severe disease individual age /= year underlie medical comorbiditie obesity cardiovascular disease chronic kidney disease diabetes chronic lung disease smoking cancer solid organ hematopoietic stem cell transplant recipient increase risk develop severe covid- infection percentage covid- patient require hospitalization time high preexisting medical condition medical condition .% vs. .% base analysis stokes confirm case report centers disease control prevention cdc january  promising approach address covid- associate mortality prevent increase utilization healthcare resource terminate progression viral replication prevent progression hyperinflammatory stage covid- cause severe illness high risk nonhospitalize patient initially focus treatment direct mainly hospitalize patient covid- illness clinical focus pandemic expand combat illness early reduce viral load patient early disease attempt halt disease progression monoclonal antibody target spike protein sars cov- yield positive vitro result consider promising approach manage nonhospitalize patient mild moderate covid- high risk develop severe illness review discuss mechanism action monoclonal antibody sars cov- current clinical indication monoclonal antibody therapy nonhospitalized patient mild moderate covid- illness high risk develop severe illness accord national institutes health nih management nonhospitalize patient covid- include supportive symptomatic care reduce risk transmission advise patient seek person medical evaluation advise patient dyspnea seek person medical evaluation anti sars cov- monoclonal antibody recommend mild moderate severity outpatient high risk progress severe disease patient discharge emergency department supplemental oxygen recommend dexamethasone  mg daily duration oxygen supplementation exceed day patient oxygen therapy recommend use dexamethasone find insufficient evidence use remdesivir patient discharge emergency department supplemental oxygen monoclonal antibodies covid- monoclonal antibody mabs immune system protein develop single cell lineage demonstrate high affinity target cell monoclonal antibody develop kohler milstein  hybridoma technology significant progress molecular engineering world enable establishment monoclonal antibody target therapy neoplastic condition autoimmune post transplant immunosuppression infectious disease antiviral therapy neutralize antibody play integral achieve passive antiviral immunity instrumental prevent regulate viral illness year passive immunization viral disease achieve administer polyclonal sera obtain convalescent human donor animal polyclonal antibody preparation increasingly replace monoclonal antibody virtue demonstrate favorable safety profile target specificity different viral disease palivizumab antiviral monoclonal antibody approve food drug administration fda prophylaxis respiratory syncytial virus rsv high risk infant year significant development antibody engineering improve understanding biology virus direct indirect effect monoclonal antibody viral infection result development novel monoclonal antibody like antiviral drug monoclonal antibody antiviral agent susceptible develop resistance result alteration viral genome alter pathogenic potential virus result emergence viral escape mutant render virus resistant specific monoclonal antibody counter viral escape phenomenon combination monoclonal antibody commonly refer antibody cocktail propose rationale combine specific monoclonal antibody complement prevent neutralization escape target multiple viral epitope estimated  monoclonal antibody currently development clinical trial treat covid- fda grant agent emergency use authorization eua clinical use combination antibody cocktail agent monotherapy
562,objective critical illness characterize increase serum cortisol concentration bioavailability result activation hypothalamic pituitary adrenal axis constitute essential stress response action glucocorticoid mediate ubiquitous intracellular receptor protein glucocorticoid receptor far datum coronavirus disease  glucocorticoid receptor alpha expression lack design prospective observational study setting academic multidisciplinary icu subject adult coronavirus disease  patient  adult noncoronavirus disease  patient match age sex disease severity constitute control group patient steroid free intervention measurement main result glucocorticoid receptor alpha glucocorticoid inducible leucine zipper expression serum cortisol measure icu admission coronavirus disease  patient glucocorticoid receptor alpha glucocorticoid inducible leucine zipper messenger rna expression upregulate .-fold p -fold p respectively cortisol high vs mug dl p compare control group conclusion icu coronavirus disease  patient show upregulated glucocorticoid receptor alpha glucocorticoid inducible leucine zipper expression cortisol level compare icu noncoronavirus disease  patient icu admission critical coronavirus disease  appear associate hypercortisolemia increase synthesis glucocorticoid receptor alpha induced protein
563,covid- challenge healthcare preparedness world economy livelihood infection death rate associate pandemic strikingly variable different country elucidate discrepancy analyze  early spread sars cov- sequence gisaid estimate continental wise admixture proportion assess haplotype block estimation test presence absence strain recombination identify  unique missense mutation seven different sars cov- cluster sample asia small haplotype block identify sample europe north america harbor large different haplotype block nonsynonymous variant variant frequency linkage disequilibrium vary continent especially north america recombination different strain observe north american european sequence addition structurally model common mutation spike_dg nsp_pl suggest link mutation enhance viral entry replication respectively overall propose genomic recombination different strain contribute sars cov- virulence covid- severity present additional challenge current treatment regimen countermeasure furthermore study provide possible explanation substantial second wave covid- present high infection death rate country
564,importance male sex risk factor develop severe covid- illness know sex hormone contribute predisposition objective investigate association concentration serum testosterone estradiol insulinlike growth factor  igf- concentration regulate sex hormone signal covid- severity design setting participant prospective cohort study conduct serum sample collect consecutive patient present march  barnes jewish hospital st louis missouri covid- diagnose nasopharyngeal swab exposure testosterone estradiol igf- concentration measure time presentation ie day day  admission patient remain hospitalize main outcomes measures baseline hormone concentration compare patient severe covid- vs mild covid- illness rna sequencing perform circulate mononuclear cell understand mechanistic association altered circulate hormone concentration cellular signal pathway result  patient man  woman mean sd age  year  patient .% hospitalize  man severe covid- median interquartile range testosterone concentration low day  ng dl vs  ng dl p day  ng dl vs  ng dl p compare  man mild disease testosterone concentration inversely associate concentration interleukin  beta ci p c reactive protein beta ci p interleukin  receptor antagonist beta ci p hepatocyte growth factor beta ci p interferon gamma inducible protein  beta ci p estradiol igf- concentration associate covid- severity man testosterone estradiol igf- concentration similar woman severe covid- gene set enrichment analysis reveal upregulated hormone signal pathway cd+cd- ie classical monocyte cd cd+ ie nonclassical monocyte male patient covid- need intensive care unit treatment vs conclusion relevance single center cohort study patient covid- low testosterone concentration hospitalization associate increase disease severity inflammation man hormone signal pathway monocyte parallel serum hormone concentration investigation require understand pathophysiologic association covid-
565,introduction world currently face pandemic severe acute respiratory syndrome coronavirus  sars cov- total number case coronavirus disease  covid- rise daily vaccine approve pathophysiology virus study possible risk factor small sample size find material method conduct pooled analysis database medline scopus wangfang web science research square google scholar identify study report severe non severe group covid- patient odd ratio confidence interval hypertension diabetes cerebrovascular disease lead severe covid- calculate r software result article analysis involve confirm case covid- country world odd ratio severe covid- hypertensive patient diabetic patient history cerebrovascular disease confidence interval ci  study ci  study ci  study respectively conclusion analysis confirm patient hypertension diabetes cerebrovascular disease high risk severe outcome covid- vital physician identify main risk factor severe outcome disease
566,introduction coronavirus disease  covid- affect organ responsible numerous complication include cardiovascular problem method analyse consecutive patient n admit cardiology department st october  st january  symptom reflect cardiovascular complication follow covid- collect datum concern clinical characteristic result laboratory test echocardiography -hour ambulatory ecg recording result post covid- complication appear month disease recovery severe cardiovascular complication observe .% hospitalize patient comparison mild complication patient severe complication significantly high prevalence diabetes vs. p decrease ejection fraction vs. p high rest heart rate admission vs.  bpm p high level c reactive protein p troponin t vs. pg ml p dyspnoea exercise intolerance frequent patient severe complication conclusion diabetes elevated level crp troponin heart rate variability parameter worsening leave ventricular ejection fraction relate severity cardiovascular complication follow covid- infection
567,background aim prevalence malnutrition adult filipino patient covid  malnutrition long associate poor outcome patient pneumonia increase risk malnourished patient develop impaired muscle respiratory function aim determine outcome adult covid  patient admit tertiary government hospital accordingly nutrition status risk method retrospective study adult covid  patient admit july  september  screen philippine society parenteral enteral nutrition modify subjective global assessment grade tool chi square fisher exact test mann whitney u test kruskal wallis post hoc dunn test appropriate survival analysis mortality right censor datum length initial admission day cox proportional hazard regression determine association main variable interest mortality confidence interval result malnourished patient likely discharge hr ci malnutrition associate length hospital stay malnourished long length hospital stay  day average hr ci high nutrition risk significantly associate length hospital stay hr ci conclusion risk factor mortality show study icu transfer malnutrition moderate nutrition risk high nutrition risk risk factor have long length hospital stay malnutrition risk factor likely discharge reiterate nutrition assessment support important mitigate effect covid
568,background aim factor worsen prognosis new coronavirus sars cov- identify obesity diabetes despite nutrition change lockdown situation little know influence malnutrition subject hospitalize covid- study aim assess presence malnutrition patient admit covid- impact clinical outcome compare patient condition nourish method  patient admit hospital covid- analyze cross sectionally subjective global assessment sga complete phone interview clinical parameter include extract electronic medical record result accord sga  admit covid- infection malnutrition patient nourish old patient sga grade vs  year p length hospital stay poorly nourish patient significantly high vs day p mortality rate admission icu great subject degree malnutrition compare nourish patient .% vs p .% vs .% p crp vs mg l p d dimer vs ng ml p ferritin vs l p high group malnutrition haemoglobin vs g dl p albumin vs g dl p low patient degree malnutrition conclusion presence poor nutritional status relate long stay hospital great admission icu high mortality
569,background insufficient datum african patient covid- critically ill african covid- critical care outcomes study acccos aim determine resource comorbiditie critical care intervention associate mortality patient population method acccos study multicentre prospective observational cohort study adult aged  year old suspect confirm covid- infection refer intensive care high care unit  hospital african country ie egypt ethiopia ghana kenya libya malawi mozambique niger nigeria south africa primary outcome hospital mortality censor  day study factor ie human facility resource patient comorbiditie critical care intervention associate mortality adult patient study register clinicaltrials.gov nct finding december  patient refer critical care  .% patient admit  .% patient  hospital country participate mean age year   participant male hospital median intensivist iqr pulse oximetry available patient   site hospital mortality  day admission ci   patient factor independently associate mortality increase age year odd ratio hiv aids diabetes chronic liver disease chronic kidney disease delay admission shortage resource quick sequential organ failure assessment score admission factor factor factor respiratory support high flow oxygenation continuous positive airway pressure invasive mechanical ventilation cardiorespiratory arrest  h admission vasopressor requirement steroid therapy associate survival difference outcome associate female sex interpretation mortality critically ill patient covid- high african country report study asia europe north america south america increased mortality associate insufficient critical care resource comorbiditie hiv aids diabetes chronic liver disease kidney disease severity organ dysfunction admission funding accco partially support grant critical care society southern africa
570,background pregnant woman coronavirus disease  covid- increase risk severe illness compare nonpregnant woman datum assess risk factor illness severity pregnant woman covid- limited study aim determine risk factor associate covid- illness severity pregnant woman severe acute respiratory syndrome coronavirus  sars cov- infection method pregnant woman sars cov- infection confirm molecular testing report  march march  surveillance emerging threats mothers babies network set net criterion illness severity asymptomatic mild moderate severe critical adapt national institutes health world health organization criterion crude adjusted risk ratio moderate severe critical covid- illness calculate select demographic clinical characteristic result  pregnant woman sars cov- infection moderate severe critical covid- illness associate age  year old healthcare occupation prepregnancy obesity chronic lung disease chronic hypertension pregestational diabetes mellitus risk moderate severe critical illness increase number underlie medical pregnancy relate condition conclusion old age have underlie medical condition associate increase risk moderate severe critical covid- illness pregnant woman information help pregnant woman understand risk moderate severe critical covid- illness inform target public health messaging
571,background severe acute respiratory syndrome coronavirus  sars cov- involve global outbreak affect million people manifest variety symptom coronavirus disease  covid- cause sars cov- increasingly associate cardiovascular complication require hospitalization mechanism underlie complication remain unknown nitric oxide hydrogen sulfide hs gasotransmitter regulate key cardiovascular function method blood sample obtain  covid- patient  control hs metabolite assess hs level compare case control entire study population subgroup base race availability gasotransmitter examine base severity outcome covid- infection performance hs level predict covid- infection analyze multivariable regression analysis perform identify effect traditional determinant gasotransmitter hs level patient covid- infection result significantly reduce hs level observe caucasian african american covid- patient compare healthy control covid- patient die significantly high hs level compare covid- patient survive receiver operate characteristic analysis hs metabolite study population show free sulfide level highly predictive covid- infection base reduce availability traditional determinant gasotransmitter age race sex diabetes hypertension effect hs level covid- patient conclusion observation provide insight role hs covid- infection low availability result reduce synthesis secondary endotheliitis increase consumption scavenging reactive oxygen specie
572,background uncertainty covid- outcome angiotensin convert enzyme inhibitor acei)/angiotensin receptor blocker arb user continue contradictory finding study aim determine effect acei arb use patient severe covid- method retrospective cohort study saudi public specialty hospital designate covid- referral facility include  patient confirm diagnosis covid- april june  acei arb user  non acei arb user control confounder conduct multivariate logistic regression sensitivity analysis propensity score matching psm inverse propensity score weighting ipsw high risk patient subset result compare non acei arb user acei arb user fold high risk develop critical severe covid- ci nearly high risk intensive care unit icu admission ci nearly high risk require noninvasive ventilation patient diabetes hypertension and/or renal disease fold high risk severe covid- disease result confirm psm ipsw analysis conclusion general especially patient hypertension diabetes and/or renal disease acei arb use associate significantly high risk severe critical covid- disease icu care
573,study objectives obstructive sleep apnea osa extremely common sleep disorder potential association osa coronavirus disease  covid- severity propose basis similar comorbid medical condition associate osa covid- method perform retrospective review patient hospitalize covid- march october patient classify base presence absence osa diagnosis base international classification diseases icd code g. u. osa covid- respectively datum collect include demographic body mass index comorbid condition covid- severity compare group quick covid- severity index result quick covid- severity index score high patient osa compare osa prevalence rate type  diabetes p coronary artery disease p congestive heart failure p chronic obstructive pulmonary disease p significantly great osa group unadjusted model reveal high risk intensive care unit admission patient covid- osa association attenuate nonsignificant adjust age sex body mass index comorbid disease conclusion study osa appear independent risk factor bad covid- outcome hospitalize patient study large sample size need delineate potential role osa determine outcome hospitalize patient covid- citation mashaqi s lee iannotti j rangan p obstructive sleep apnea covid- clinical outcome hospitalization cohort study j clin sleep med
574,severe acute respiratory syndrome coronavirus type  sars cov- novel coronavirus arise late  lead worldwide pandemic respiratory illness covid- year recognition lead  million infection  million death worldwide sars cov- large single strand rna virus encode structural protein spike s membrane m envelop e nucleocapsid n virus bind angiotensin convert enzyme  ace protein surface cell bind region surface virus spike protein bind spike protein undergo structural rearrangement lose protein subunit insert fusion peptide host cell membrane virus rna insert antibody sars cov- spike protein show neutralize block fusion insertion viral rna prevent infection vaccine covid- focus induce antibody spike protein addition monoclonal antibody receptor bind domain sars cov- spike protein develop show neutralize virus vitro vivo animal model give time exposure virus controlled trial monoclonal antibody demonstrate ability lessen severity covid- infection give early course infection patient high risk progressive disease trial patient expose infect sars cov- show efficacy prevent infection disease high risk individual monoclonal antibody combination time monoclonal antibody give intravenously subcutaneous injection tolerated evidence anti sars cov- monoclonal antibody cause serum enzyme elevation clinically apparent liver injury
575,background aim coronavirus disease  covid- pandemic spread rapidly globe considerable morbidity mortality coexistence comorbiditie covid- consistently report risk factor unfavorable prognosis aim study evaluate impact comorbiditie covid- patient outcome determine predictor prolonged hospital stay requisite icu admission decease method hundred thirty adult patient admit june july assiut aswan university hospitals include study participant diagnose covid- accord egyptian ministry health guidance definite case probable case detection sars cov- rna taqmana cent -ncov control kit v cat supply qiagen germany applied biosystem  fast rt pcr system usa result patient comorbiditie represent .% case constitutional symptom especially myalgia lrt symptom dyspnea significantly high patient comorbiditie p patient comorbiditie significantly bad laboratory parameter icu admission high patient comorbiditie different comorbiditie .% cvd case admit icu follow dm case patient comorbiditie need invasive mechanical ventilation comorbidity vs. .% p significant low frequency recovery find covid- patient comorbiditie vs. p death rate significantly high case comorbiditie p survival rate case pre exist cvd neurological disease low disease p respectively conclusion association cardiovascular comorbid condition include hypertension neurological disease covid- infection carry high risk mortality comorbiditie diabetes mellitus chronic pulmonary kidney disease contribute increase covid- severity
576,objective study aim quantify relative risk rr diabetic ketoacidosis diagnosis type  diabetes year  assess associate regional incidence coronavirus disease  covid- case death method multicenter cohort study base datum german diabetes prospective follow registry monthly rr ketoacidosis  estimate observed expect rate  child new onset type  diabetes expect rate derive datum   multivariable logistic trend regression model association regional incidence covid- rate ketoacidosis investigate apply log binomial mix effect model weekly datum germany divide  region result observe versus expect frequency diabetic ketoacidosis significantly high april september december mean adjust rr half increase regional weekly incidence covid-  case  death  population associate increase rr diabetic ketoacidosis confidence interval p p respectively association long evident second half conclusion finding suggest local severity pandemic health policy measure appear main reason increase diabetic ketoacidosis delayed use health care pandemic
