,processed_text
428,meta analysis aim screen risk factor severe illness death provide help early clinical treatment new coronavirus covid- base comprehensive search pubmed embase web science database include study explore cause risk factor severe illness death covid- patient evaluate strength relationship odd ratio ors confidence interval cis total  article include   article china risk factor associate severe illness death age sex multiple comorbiditie advanced age /= year severe illness death male severe illness death chronic respiratory disease severe illness death diabetes severe illness death hypertension severe illness death chronic kidney disease severe illness death cardiovascular disease severe illness death risk factor covid- patient advanced age male patient chronic disease high risk develop severe illness death
429,severe acute respiratory syndrome coronavirus- sars cov- mediate coronavirus disease- covid- affect million individual corner globe symptom severity infection highly contagious virus vary individual disparity number covid related casualty different ethnic group primary receptor sars cov- entry host cell angiotensin convert enzyme  ace certain variant ace know associate covid- comorbiditie hypertension cardiovascular complication diabetes chronic lung disease etc study look geographic distribution disease associate variant ace closely locate pir gene explore possible correlation disparity covid- severity casualty ethnic group frequency ace variant associate covid- comorbiditie high european admix american population variant present strong pairwise linkage disequilibrium ld european admix american population hand variant protective role prevalent east south asian population strong pairwise ld exist activity modifying modifier variant pir ace gene european super population absence pir variant south asian population contribute overall low covid- case fatality rate cfr despite dense population region
430,demonstrate feasibility acute peritoneal dialysis pd acute kidney injury coronavirus disease  covid- pandemic perform multicenter retrospective observational study  patient receive acute pd new york city spring patient comorbiditie severity disease laboratory value kidney replacement therapy patient outcome record mean age   year woman confirm covid- require mechanical ventilation admission compare level prior initiation kidney replacement therapy mean serum potassium level decrease meq l pd day  meq l day  p mean serum bicarbonate increase     meq l pd day  p   meq l day  p median follow  day patient die renal recovery male sex mechanical ventilation admission significant predictor mortality rapid implementation acute pd program feasible despite resource constraint lifesaving crisis covid- pandemic
431,objective aim study assess role midregional proadrenomedullin mr proadm patient covid- method include  patient hospitalize covid- biochemical biomarker include mr proadm measure admission association plasma mr proadm level covid- severity define requirement mechanical ventilation hospital mortality evaluate result patient show increase level mr proadm addition mr proadm high patient die hospitalization patient survive median nmol l interquartile range .- vs median nmol l interquartile range .- p receiver operate characteristic curve analysis show good accuracy mr proadm predict mortality mr proadm value nmol l establish good cutoff value sensitivity specificity p conclusion find mr proadm represent prognostic biomarker covid-
432,endocrine disrupt chemical edcs hormonally active compound environment interfere body endocrine system consequently produce adverse health effect despite persistent public health concern edcs remain important component common consumer product represent ubiquitous contaminant human scientific evidence confirm contribution severity influenza virus hn animal model role susceptibility clinical outcome coronavirus disease covid- underestimate emergence late clinical report covid- confirm severe disease death occur person age /= year underlie comorbiditie major comorbiditie covid- include diabetes obesity cardiovascular disease hypertension cancer kidney liver disease long term exposure edc contribute significantly onset progression comorbid disease edc play vital role disruption body immune system review recent literature role edcs comorbiditie contribute covid- mortality impact edc immune system recent article link edc covid- risk recommend methodology adopt comprehensively study role edcs covid- risk
433,hypercoagulability thrombosis cause coronavirus disease  covid- relate high mortality rate limited datum antiplatelet effect aim evaluate impact aspirin add therapy outcome patient hospitalize severe covid- cohort study patient confirm diagnosis severe covid- admit imam hossein medical center tehran iran march  july  include demographic relate clinical datum hospitalization record mortality rate patient consider primary outcome association aspirin use assess ninety patient include  patient receive aspirin hospitalization  one comorbiditie prevalent patient receive aspirin result multivariate cox proportional model demonstrate significant independent association aspirin use reduction risk hospital mortality p aspirin use hospitalize patient covid- associate significant decrease mortality rate prospective randomized control trial need assess efficacy adverse effect aspirin administration population
434,background covid- respiratory infectious disease cause sars cov- cardiovascular damage commonly observe affected patient seek investigate effect sars cov- infection cardiac injury hypertension current coronavirus pandemic study design method clinical datum  hospitalize covid confirm patient analyze clinical sign laboratory finding extract electronic medical record independent experienced clinician analyze datum result cardiac injury find enrol patient cardiac injury case severe group laboratory finding indicate white blood cell neutrophil procalcitonin c reactive protein lactate lactic dehydrogenase positively associate cardiac injury marker compare healthy control  patient prior hypertension high ang level  .% patient rise blood pressure diagnostic criterion hypertension hospitalization significantly increase level ctni procalcitonin angiotensin ii ang normal blood pressure one multivariate analysis indicate elevated age ctni history hypertension diabete independent predictor illness severity predictive model base parameter gender good ability identify clinical severity covid- hospitalize patient area curve sensitivity .% specificity conclusion hypertension accompany elevated ctni occur covid- patient sequela enhance ang ii signal drive sars cov- infection play important role renin angiotensin system consequently lead development hypertension covid-
435,aim antihypertensive drug implicate coronavirus disease  covid- susceptibility severity estimate association susceptible bias aim evaluate antihypertensive medication covid- diagnosis mortality account healthcare seek behaviour method population base case control study conduct include  covid- case  match control uk clinical practice research datalink evaluate cause mortality covid- case exposure angiotensin convert enzyme inhibitor aceis angiotensin receptor blocker arb beta blocker b calcium channel blocker c thiazide diuretic d antihypertensive drug o analysis adjust covariate consultation frequency result acei associate low odd covid- diagnosis adjust odd ratio aor confidence interval ci arb aor ci little attenuation adjustment consultation frequency c d associate low odd covid- diagnosis increased odd covid- b aor ci .- attenuate adjustment consultation frequency aor ci patient treat aceis arb similar odd mortality aor ci .- patient treat class b c d o patient receive antihypertensive therapy aor ci conclusion evidence antihypertensive therapy associate increase risk covid- diagnosis mortality class antihypertensive therapy show negative association covid- diagnosis
436,increase clinical evidence show acute kidney injury aki common severe complication critically ill covid- patient old age severity covid- infection ethnicity history smoking diabetes hypertension cardiovascular disease risk factor aki covid- patient inflammation key player pathogenesis aki patient covid- highly possible sars cov- infection trigger activation multiple inflammatory pathway include angiotensin ii cytokine storm interleukin- il- c reactive protein crp tgf beta signaling complement activation lung kidney crosstalk cause aki treatment target inflammatory molecule pathway monoclonal antibody il- tocilizumab c inhibitor amy- anti c antibody anti tgf beta ot- use crrt critically ill patient represent novel specific therapy aki covid- patient
437,background knowledge sars cov- infection pregnancy newborn scarce objective study analyse clinical epidemiological characteristic cohort woman infect sars cov- pregnancy newborn expose sars cov- gestation method multicentric observational study spanish hospital gesneo covd cohort participant reclip spanish network paediatric clinical assays woman confirm sars cov- infection pcr and/or serology pregnancy diagnose deliver period include epidemiological clinical analytical datum collect result total  pregnant woman median year old iqr  newborn include globally pregnant woman covid- symptom treat sars cov- overall .% pregnant woman pneumonia  .% woman admit intensive care unit need invasive mechanical ventilation rate .% caesarean section associate pneumonia pregnancy ci low gestational age delivery ci prevalence preterm birth prematurity associate pneumonia gestation ci% have positive sars cov- pcr delivery ci% nasopharyngeal pcr newborn negative birth positivized  day life newborn die cause relate prematurity unexpected sudden death early skin skin contact delivery conclusion vertical transmission report cohort prognosis newborn worsen sars cov- infection pregnancy covid- pneumonia increase risk caesarean section delivery preterm birth
438,background datum lifestyle change coronavirus disease  covid- pandemic influence clinical feature kidney disease patient remain scarce method study retrospectively analyze clinical variable patient stage g g chronic kidney disease ckd complete incomplete remission proteinuria manage nephrology outpatient clinic university hospital tokyo clinical variable covid- pandemic term june july compare year pandemic term june july urinary protein excretion upe primary outcome measure result study include  patient stage g g ckd mean age year old .% female .% renin angiotensin aldosterone system inhibitor raasis .% maintenance dose immunosuppression therapy evaluate term upe term     mg day median th th percentile respectively value term  low term  p marked difference body weight blood pressure protein intake urinary salt excretion multivariable analysis incomplete remission proteinuria term  odd ratio p raasi use p decrease urinary salt excretion term  vs. term  p identify independent variable associate reduce upe term  vs. term significant interaction variable observe conclusion kidney disease patient receive standard medical care nephrologist upe emergency declaration relation covid- pandemic low declaration upe reduction associate reduce dietary salt intake pandemic patient treat raasi insufficient control proteinuria result support current proposal continue therapeutic approach patient involve raasi therapy optimize dietary habit deal covid- pandemic
439,coronavirus disease  covid- identify end  cluster pneumonia case wuhan china february virus quickly spread global pandemic spectrum symptomatic infection severity range mild severe critical disease correlate comorbiditie establish include smoking socioeconomic background gender male prevalence hypertension obesity cardiovascular disease chronic lung disease diabetes mellitus cancer chronic kidney disease extensive literature search post covid- necrotize staphylococcus aureus pneumonia pneumothorax record present case -year old male present symptom covid- underlying comorbiditie include hypertension hyperlipidemia ventilatory support week hospital receive supplemental oxygenation recover covid- pneumonia nearly month half initial presentation quickly decompensate start supplemental oxygen necessary treatment aid lab work imaging determine develop necrotize staphylococcus aureus pneumonia pneumothorax adequately treat stable discharge home tell continue therapy
440,sars cov entry cell dependent angiotensin convert enzyme  ace angiotensin convert enzyme inhibitor aceis angiotensin receptor blocker arb increase ace activity safety acei arb usage coronavirus disease  covid- pandemic controversial topic address issue perform meta analysis follow preferred reporting items systematic reviews meta analyses guideline search embase medline pubmed cochrane library database identify  case control study examine effect acei arb incidence covid- severity acei arb usage associate increase risk covid- morbidity odd ratio confidence interval ci p=. general population hypertensive population ci p=. acei arb usage associate increase risk covid- morbidity coefficient ci p=. adjust hypertension general population acei arb usage associate increase risk severe illness ci p=. mortality ci p=. covid- patient meta analysis reveal acei arb usage associate increase risk sars cov infection adverse outcome covid- patient
441,background large airway epithelial barrier provide line defense respiratory virus include sars cov- cause covid- substantial inter individual variability individual disease course hypothesize partially mediate differential regulation gene interact sars cov- virus involve subsequent host response comprehensively investigate non genetic genetic factor influence covid relevant bronchial epithelial gene expression method analyze rna sequence datum bronchial epithelial brushing obtain uninfected individual relate ace gene expression host environmental factor spiromics cohort smoker chronic obstructive pulmonary disease copd replicate association asthma cohort sarp mast identify airway biology ace binding contribute increase susceptibility gene set enrichment analysis determine gene expression change indicative suppress airway immune response observe early sars cov- infection observe association host factor identify host genetic variant affect covid- susceptibility spiromics perform expression quantitative trait eqtl mapping investigate phenotypic association eqtl variant result find ace expression high relation active smoking obesity hypertension know risk factor covid- severity association interferon relate inflammation drive truncated non binding ace isoform discover expression pattern suppress airway immune response early sars cov- infection compare virus similar pattern associate obesity hypertension cardiovascular disease contribute covid susceptible airway environment eqtl mapping identify regulatory variant gene implicate covid- phewas evidence potential role respiratory infection conclusion datum provide evidence clinically relevant variation expression covid related gene associate host factor environmental exposure likely host genetic variation
442,comorbiditie show associate coronavirus disease  covid- related severity mortality considerable variation prevalence estimate comorbiditie effect covid- morbidity mortality observe prior study systematic review meta analysis aim determine geographical age gender relate difference prevalence comorbiditie associated severity mortality rate covid- patient conduct search pubmed scopus embase include covid- study publish january st  july th  reporting comorbiditie severity mortality include study report confirm diagnosis covid- human patient provide information comorbiditie disease outcome dersimonian laird random effect method calculate estimate  study patient prevalent comorbidity hypertension obesity diabetes cardiovascular disease chronic kidney renal disease cerebrovascular accident cardiovascular disease patient covid- severity mortality respectively considerable variation prevalence comorbiditie associated disease severity mortality different geographic region observe high mortality observe study latin american european patient medical condition old adult  year predominantly male patient study observe high prevalence comorbiditie covid- patient severity covid- comorbid condition high asian study mortality high european latin american country risk stratification effective control strategy covid- accord comorbiditie age gender difference specific geographical location
443,background aim reduction atherogenic lipoprotein ultimate goal nutritional intervention complicate give hypolipidemia frequently observe coronavirus disease  covid- patient aim explore association hypolipidemia patient outcome term immunothrombosis multiorgan injury focus specialize apolipoprotein apo apo b. methods lipid profile  covid- patient  sick control present emergency department ed measure prospective observational study primary outcome development severe acute kidney injury aki need hospitalization icu admission secondary outcome lipoprotein analyze independent association serum creatinine scr increase ratio correlate wide panel biomarker result covid- cohort significantly low apo p high apo b apo ratio p patient develop severe aki significantly low ldl c p apo b apo associate .-fold decrease serum scr increase ratio ldl c .% decrease hypolipidemia correlate low plasminogen adamts activity vwf ag high inflammatory biomarker crp il- il- il- plasminogen activator inhibitor- pai- ed creatinine scr increase ratio conclusion favor dietetic finding low ldl c covid- patient alarming light observation low apo b apo ratio ldl c predictive renal deterioration covid- patient low ldl c particular potentially serve indicate covid- relate aki drive disrupt fibrinolysis secondary thrombotic microangiopathy like process
444,background coronavirus disease  covid- spread rapidly multiple country infectious agent severe acute respiratory syndrome coronavirus severity atypical clinical presentation lack specific anti viral treatment pose challenge diagnosis treatment covid- understand epidemiological clinical characteristic covid- case different geographical area essential improve prognosis covid- patient slow spread disease aim investigate epidemiological clinical characteristic main therapeutic strategy confirmed covid- patient hospitalize liaoning province china method adult patient n confirmed covid- enrol retrospective study january  february  liaoning province china pharyngeal swab sputum specimen collect patient detection severe acute respiratory syndrome coronavirus  nucleic acid patient demographic information clinical datum collect medical record base severity covid- patient divide nonsevere severe group patient follow march result mean age  covid- patient year .% man .% severe case  d symptom onset  .% patient live stay wuhan  .% clear history exposure .% patient comorbidity hypertension diabete common comorbiditie compare nonsevere patient severe patient significantly low lymphocyte count median value x interquartile range vs x p elevated level lactate dehydrogenase u l vs  u l p c reactive protein mg l .- vs  mg l .- p prolonged median duration viral shedding d vs d p overall median viral shed time d long  d. severe patient frequently treat lopinavir ritonavir antibiotic glucocorticoid therapy immunoglobulin thymosin oxygen support patient discharge follow treatment quarantine conclusion finding facilitate identification severe case inform clinical treatment quarantine decision covid-
445,severe acute respiratory syndrome coronavirus  sars cov disease covid- novel threat hamper life expectancy especially obese individual association clinically relevant underlie mechanism fully elucidate sars cov enter host cell angiotensin converting enzyme  receptor express adipose tissue adipose tissue source proinflammatory mediator adipokine enhance characteristic covid- cytokine storm chronic low grade inflammatory preconditioning obesity dependent thoracic mechanical constraint incise negatively prognosis obese subject covid- review summarize current body knowledge obesity dependent circumstance trigger increase risk covid- severity clinical relevance
446,sars cov- virus cause infection lead global pandemic  development severe acute respiratory syndrome study aim examine possible role predict severity intrahospital mortality covid- alongside laboratory biochemical procedure clinical sign symptom comorbidity study approve ethical committee clinical center kragujevac design observational prospective cross sectional clinical study conduct  patient diagnose respiratory covid- viral infection april august primary goal determine predictor covid- severity determine predictor negative outcome covid- infection patient divide category patient mild form moderate form severe form covid- infection biochemical laboratory procedure day hospital admission respiratory p heart p rate admission significantly high patient severe form covid- observe hematological inflammatory marker white blood cell count p ldh p significantly high severe covid- group observe severe form sars cov- level superoxide anion radical substantially high group p nitric oxide level significantly low patient severe disease p linear regression model ta anosmia ageusia o duration icu estimate predictor severity sars cov- disease presence dyspnea high heart rate confirm predictor negative fatal outcome result study presence hypertension anosmia ageusia duration icu stay serum level o predictor covid- severity presence dyspnea increase heart rate admission predictor covid- mortality
447,background coronavirus disease  covid- cause severe acute respiratory syndrome coronavirus  sars cov- month declare global pandemic number confirm case  million million death start pandemic count consensus factor predict covid- case progression despite diversity study report sporadic laboratory predictive value predict severe progression review different biomarker systematically analyze value evaluate correlate severity covid- disease ability predictor progression method current meta analysis carry identify relevant article different database value biomarker risk factor significance predict progression mild moderate case severe critical case define eligibility criterion pico model result relevant article select meta analysis follow biomarker c reactive protein interleukin- ldh neutrophil pd- expression d dimer creatinine ast cortisol record high cut value link severe critical case low lymphocyte count low albumin level record meta- analyze age comorbiditie risk factor progression hypertension diabetes chronic obstructive lung disease significantly correlate case progression p conclusion current meta analysis step analyse get cut reference value significance prediction covid- case progression study need patient infect sars cov- large scale establish clear threshold value predict progression mild severe case addition biomarker testing help build scoring system prediction guide proper timely treatment
448,world include united states man bad outcome covid- woman sars cov- causative virus covid- pandemic use angiotensin convert enzyme  ace gain cellular entry ace member renin angiotensin system ras play important role counteract harmful effect mediate angiotensin type  receptor conduct ovid medline embase database search basic science study investigate impact biological variable sex ace expression regulation year ace discover december publication identify  original research article ace conduct primary cell tissue and/or mammal exclude human majority .% study cite sex animal conduct male .% conduct solely female .% compare ace sex .% report sex animal general finding sex difference tissue specific present dependent gonadal state renal cardiac adipose ace increase sex experimental condition model co morbidity associate bad covid- outcome include hypertension obesity renal cardiovascular disease ace protein generally high male study ace knockout mouse indicate ace play great role protect female develop hypertension male study biological variable sex ace research provide opportunity discovery condition involve ras dysfunction shed light sex difference covid- severity
449,background december coronavirus disease  covid- emerge wuhan city spread rapidly china world aim describe clinical feature risk factor predictor hospitalization adult patient treat acute respiratory infection associate coronavirus sars cov- material method descriptive prospective study ambulatory hospitalize adult patient confirm covid- attend april  clinical feature chronic comorbiditie demographic datum record patient follow month outpatient result assess adult age   year man laboratory confirm covid- comorbiditie specially hypertension .% hypothyroidism .% asthma diabetes hospital admission require .% admit critical care unit .% connect mechanical ventilation common symptom include fatigue .% fever .% headache .% anosmia dysgeusia .% dry cough .% dyspnea .% diarrhea patient report persistence symptom month follow specially fatigue cough dyspnea multivariate analysis age fever cough dyspnea immunosuppression associate hospitalization icu admission age male sex moderate severe dyspnea associate requirement mechanical ventilation main predictor prolonged clinical course female sex presence comorbiditie history dyspnea cough myalgia abdominal pain conclusion clinical feature covid- highly unspecific prediction model severity help medical decision making primary care setting
450,aim meta analysis aim assess prognostic value fast hyperglycemia patient covid- method systematic literature search pubmed embase scopus perform february fast hyperglycemia define fast plasma glucose level reference value outcome interest poor outcome composite mortality severe covid- effect estimate odd ratio result  patient  study include systematic review meta analysis prevalence fast hyperglycemia incidence poor outcome fast hyperglycemia associate poor outcome covid- p .% p subgroup analysis patient prior history diabetes show fast hyperglycemia associate poor outcome covid- p p fast hyperglycemia sensitivity specificity plr nlr dor  auc predict poor outcome pool analysis fast hyperglycemia post test probability poor outcome absence fast hyperglycemia confer post test probability meta regression subgroup analysis show sensitivity specificity vary chronic kidney disease age male gender hypertension chronic kidney disease conclusion fast hyperglycemia associate mortality covid- patient diabetes prospero crd
451,objective severity outcome covid- disproportionately high individual obesity smoker patient hypertension kidney disease chronic pulmonary disease coronary heart disease chd and/or type  diabetes td serum level ace cellular entry point coronavirus sars cov- examine high risk group method association ace level smoker patient hypertension td obesity chd copd investigate single center population base study  icelanders age gene environment susceptibility reykjavik study ages rs elderly mean age   year multiple linear regression analysis result serum level ace high smoker individual td and/or obesity unaffected patient group conclusion ace level high patient group comorbiditie link covid- include obesity td emerge role circulate biomarker severity outcome disease
452,background negative impact proton pump inhibitor ppi include risk pneumonia mortality report previously meta analysis aim address current interest administration ppi increase susceptibility risk poor outcome covid- method perform systematic literature search pubmed embase ebscohost europepmc database  december main outcome composite poor outcome comprise mortality severe covid- severe covid- study define patient covid- fulfill criterion severe cap include need intensive unit care mechanical ventilation secondary outcome susceptibility base cohort compare covid- positive covid- negative participant result total patient  study meta analysis ppi use associate increase composite poor outcome p meta regression analysis indicate association vary age p male p hypertension p diabetes p chronic kidney disease p non steroidal anti inflammatory drug use p pre admission hospital ppi use p ppi use associate susceptibility covid- p conclusion meta analysis show potential association ppi use composite poor outcome susceptibility prospero id crd
453,coronavirus disease  covid- primarily affect respiratory tract pathophysiological change cardiovascular system remain elucidate perform retrospective cardiopathological analysis heart vasculature  autopsy covid- patient compare finding control tissue myocardium autopsy covid- patient categorise severe acute respiratory syndrome coronavirus  sars cov- positive n negative n base presence viral rna determine reverse transcriptase polymerase chain reaction rt pcr control tissue select autopsy covid- n similar clinical sequela histological characteristic score ordinal and/or categorical grading rt pcr positive case undergo situ hybridisation ish sars cov- patient lethal covid- infection male high incidence hypertension coronary artery disease diabetes mellitus patient positive myocardial rt pcr die early hospital admission versus  day p patient negative rt pcr increase severity fibrin deposition capillary dilatation microhaemorrhage observe rt pcr positive myocardium negative control positive correlation factor case increase cardioinflammatory infiltrate myocyte necrosis n myocarditis n rt pcr negative ish reveal positivity viral rna interstitial cell myocardial capillary dilatation fibrin deposition microhaemorrhage histomorphological correlate covid associated coagulopathy increased cardioinflammation include case myocarditis detect rt pcr negative heart significantly long hospitalisation time imply secondary immunological response warrant characterisation
454,epidemiological evidence suggest patient hypertension infect severe acute respiratory syndrome coronavirus  sars cov- increase risk acute lung injury clear increase risk relate usage renin angiotensin system ras blocker collect medical record coronavirus disease  covid- patient affiliated hospital zhejiang university school medicine hangzhou china evaluate potential impact angiotensin ii receptor blocker arb clinical outcome covid- patient hypertension total  hypertensive covid- patient enrol  classify non arb group remain  arb group base antihypertensive therapy receive compare non arb group patient arb group low proportion severe case intensive care unit icu admission shorten length hospital stay manifest favorable result laboratory testing viral load arb group low non arb group disease course significant difference time seroconversion antibody level observe group median level soluble angiotensin convert enzyme  sace serum urine sample similar group significant correlation serum sace biomarker disease severity transcriptional analysis show  differentially express gene mainly enrich oxygen transport bicarbonate transport blood coagulation result suggest arb usage associate aggravation covid- finding support maintenance arb treatment hypertensive patient diagnose covid-
455,objective compare clinical paraclinical feature outcome pregnant nonpregnant woman covid- method multicenter retrospective cohort study pregnant nonpregnant woman reproductive age hospitalize march october  tehran iran medical record woman test positive sars cov- rt pcr include extract datum compare logistic regression perform result total  pregnant  nonpregnant covid positive woman include frequency severe disease high nonpregnant woman pregnant woman vs .% p symptom include cough dyspnea chill fatigue headache frequent nonpregnant woman p pregnant woman high oxygen saturation level low lymphocyte count p .% pregnant  .% nonpregnant woman die p significant difference group find icu admission end organ failure significantly nonpregnant woman acute respiratory distress syndrome ards .% vs p univariate regression indicate association hypertension death oxygen saturation ards body mass index icu admission association find pregnancy death icu admission ards conclusion pregnant woman covid- high risk adverse outcome compare nonpregnant woman
456,background globally study show conflicting result association blood group sars cov- infection objective observe association abo blood group presentation outcome confirmed covid- case design setting participant prospective cohort study patient mild moderately severe covid- infection present covid- unit dhaka medical college hospital enrol  june  august patient follow  day disease onset group participant positive negative blood group group participant blood group group ii result cohort include  patient  patient lose follow die  complete study prevalence blood group .% significantly high covid- patient general population p present age mean sd group high group ii p sex p co morbidity hypertension p diabetes p differ patient group ii difference observe important present symptom include fever p cough p respiratory distress p significant difference median duration symptom group day conversion level severity observe  .%  patient .% group ii respectively persistent positivity rt pcr  day initial positivity frequent patient group group ii .% conclusion prevalence blood group high covid- patient abo blood group associate presentation recovery period covid- patient blood group delay seroconversion
457,background coronavirus disease covid- disproportionately affect african americans tend experience severe course adverse outcome simple validated instrument depression screening evaluate incidence severity major depression african american patient  day recovery severe covid associated respiratory failure method african american patient hospitalize treat invasive mechanical ventilation covid associated respiratory failure intensive care unit icu grady memorial hospital atlanta april june screen depression  day hospital discharge validate patient health questionnaire phq- phq- result total  patient complete questionnaire median age year iqr male common comorbiditie hypertension diabetes mellitus percent patient diagnosis major depressive disorder mdd base phq- questionnaire response incidence mdd high female n=/ compare male n=/ patient  year multiple comorbiditie eighteen percent patient moderate depression moderately severe severe depression respectively n=/ eligible patient receive treatment depression time survey conclusion incidence depression cohort african american patient prior psychiatric condition recover severe covid- infection patient receive treatment depression
458,factor link high risk mortality coronavirus disease- covid- include male gender increase age hypertension diabetes mellitus obesity cardiovascular disease chronic obstructive pulmonary disease cancer hyperglycemic covid- patient severe clinical problem increase icu admittance machine drive ventilation substantial rise inflammatory marker patient diabetes hyperglycemia two- fold increase mortality severity covid- diabetes primary cause mortality covid- patient diabetes compromise immune response viral infection increased blood sugar level probably affect intracellular degradation bacteria neutrophil chemotaxis phagocytosis improve viral bind affinity entry decrease virus clearance addition significant effect protein induce glycosylation alter composition complement glycosylation render cell susceptible viral inflammation damage treatment covid- patient diabetes require integrated team approach minimize risk medical complication mortality physician adopt proactive strategy care person comorbiditie strategy help reduce frequency complication mortality patient load healthcare system
459,objective coronavirus disease  covid- considerable global public health threat study seek investigate blood glucose bg level comorbid diabete associate inflammatory status disease severity patient covid- method retrospective cohort study clinical biochemical characteristic covid- patient diabetes compare relationship severity covid- inflammatory status diabetes hyperglycemia analyze severity covid- patient determine accord diagnostic treatment guideline issue chinese national health committee th edition result patient enrol study .% patient diabetes .% patient diabetes hyperglycemia compare patient diabetes n patient diabetes n high leucocyte count neutrophil count neutrophil lymphocyte ratio nlr erythrocyte sedimentation rate esr association severity covid- know diabetes adjust age sex body mass index bmi know hypertension coronary heart disease leucocyte count nlr c reactive protein crp level increase increase bg level hyperglycemia independent predictor critical ci severe ci covid- increase inflammatory level high leucocyte count ci nlr ci crp level ci adjustment age sex bmi severity illness know diabetes conclusion hyperglycemia positively correlate high inflammation level severe illness risk factor increase severity covid- initial measurement plasma glucose level hospitalization help identify subset patient predisposed bad clinical course
460,malnutrition common severe patient coronavirus disease  covid- mainly elderly adult patient comorbiditie associate atypical presentation disease despite possible contribution malnutrition acquisition severity covid- clear nutritional screening measure well diagnose malnutrition patient early stage crucial importance give urgency rapid progression disease vulnerable group accordingly review examine available literature different nutritional screening approach implement covid- patient special focus elderly adult literature search select scrutinize  study assess malnutrition covid- patient nutrition risk screening  nrs- demonstrate superior sensitivity traditional screening measure control nutritional status conut score comprise serum albumin level cholesterol level lymphocyte count combined conut lactate dehydrogenase c reactive protein score express predictive capacity superior nrs- .% .% vs. .% midlife elder covid- patient simple measure base routinely conduct laboratory investigation conut score timely cheap valuable alternative identify covid- patient high nutritional risk mini nutritional assessment mna measure detect residual malnutrition high malnutrition risk remit patient mna score correlate hypoalbuminemia hypercytokinemia weight loss old male severe inflammation gastrointestinal symptom pre existing comorbiditie diabetes obesity hypertension prone malnutrition subsequently poor covid- prognosis acute phase convalescence need frequent nutritional monitoring support detect treat malnutrition general public necessary increase resilience covid-
461,outbreak severe acute respiratory syndrome coronavirus  sars cov- pandemic highlight problem health care system threaten mental physical health patient worldwide goal study assess psychological health insomnia people chronic disease time elevated stress associate pandemic study involve  people zachodniopomorskie province poland participant provide basic demographic datum datum symptom insomnia depression anxiety information concomitant disease hypertension diabetes mellitus coronary heart disease heart failure dyslipidemia chronic obstructive pulmonary disease hashimoto disease smoking cigarette chronic disease include study show strong correlation hashimoto disease increase score accord insomnia severity index isi r p generalized anxiety disorder scale gad- r p patient health questionnaire phq- r p result correct age gender diagnose hypertension dyslipidemia cigarette smoking confirm diagnosis hashimoto disease associate increase risk anxiety odd ratio p depression p insomnia p study show sars cov- pandemic patient hashimoto disease high risk insomnia anxiety depression
462,early month coronavirus disease  covid- pandemic hypothesis emerge suggest pharmacologic inhibitor renin angiotensin system ras increase covid- severity hypothesis base role angiotensin convert enzyme  ace counterregulatory component ras bind site severe acute respiratory syndrome coronavirus  sars cov- allow viral entry host cell extrapolation prior evidence lead speculation upregulation ace ras blockade increase risk adverse outcome covid- counterargument point evidence potential protective effect ace ras blockade regard acute lung injury substantial risk discontinue commonly important medication provide overview classic ras physiology crucial role ace systemic pathway affect covid- additionally critically review physiologic epidemiologic evidence surround interaction ras blockade covid- review recently publish trial evidence propose important future direction improve understanding relationship
463,coronavirus disease  covid- cause novel coronavirus identify wuhan china global number confirm case covid- surpass mortality appear high seasonal influenza covid- patient experience cardiac involvement myocardial infarction patient infect sars cov- bad prognosis furthermore widespread use antiviral drug link worsening heart function arrhythmias hypertension report patient covid- hand previous cardiac disease present patient infect sars cov- uncertainty use ace inhibitor angiotensin ii ang ii antagonist covid- era mechanism action sars cov- elucidate demonstrate angiotensin convert enzyme  ace cellular receptor new coronavirus sars cov- require host cell entry subsequent viral replication effect sars cov- infection downregulation ace contribute severity lung pathology cardiac function ace homolog ace monocarboxypeptidase convert ang ii angiotensin ang vasodilatory antifibrotic antihypertrophic effect counterbalance negative effect ang ii hand angiotensin convert enzyme inhibitor acei atr blocker show upregulate expression ace base mechanism action sars cov- use renin angiotensin system ras inhibitor question scientific society recommend discontinuation clinically recommend brace corona phase randomized study test strategy temporarily stop ace inhibitor angiotensin receptor blocker arb  day versus continue ace inhibitor arb patient take medication chronically hospitalize confirm diagnosis covid- discuss goal review summarize recent laboratory clinical investigation concern use acei arb covid- pandemic available datum base randomized trial suggest acei arb clinically indicate regularly covid- era
464,background adult congenital heart disease chd consider potentially high risk novel coronavirus disease- covid- mortality complication objectives study seek define impact covid- adult chd identify risk factor associate adverse outcome method adult age  year old chd confirm clinically suspect covid- include chd center worldwide data collection include anatomic diagnosis subsequent intervention comorbiditie medication echocardiographic finding present symptom course illness outcome predictor death severe infection determine result  adult chd center study include infected patient age year range   year woman laboratory confirm coronavirus infection cohort include  patient single ventricle and/or fontan physiology  patient cyanosis  patient pulmonary hypertension  covid relate death case fatality .% confidence interval .% factor associate death include male sex diabetes cyanosis pulmonary hypertension renal insufficiency previous hospital admission heart failure bad physiological stage associate mortality p anatomic complexity defect group conclusion covid- mortality adult chd commensurate general population vulnerable patient bad physiological stage cyanosis pulmonary hypertension anatomic complexity appear predict infection severity
